true_hypothesis,seed,match_key,full_protocol_status,full_analysis_category,full_final_diagnosis,full_diagnosis_correct,full_threshold_qualified_success,full_premature_diagnosis,full_experiments_used,full_normative_probability_of_final_diagnosis,full_self_reported_confidence,full_cumulative_action_regret,full_oracle_action_agreement_rate,full_action_sequence,planner_protocol_status,planner_analysis_category,planner_final_diagnosis,planner_diagnosis_correct,planner_threshold_qualified_success,planner_premature_diagnosis,planner_experiments_used,planner_normative_probability_of_final_diagnosis,planner_self_reported_confidence,planner_cumulative_action_regret,planner_oracle_action_agreement_rate,planner_action_sequence,threshold_aware_protocol_status,threshold_aware_analysis_category,threshold_aware_final_diagnosis,threshold_aware_diagnosis_correct,threshold_aware_threshold_qualified_success,threshold_aware_premature_diagnosis,threshold_aware_experiments_used,threshold_aware_normative_probability_of_final_diagnosis,threshold_aware_self_reported_confidence,threshold_aware_cumulative_action_regret,threshold_aware_oracle_action_agreement_rate,threshold_aware_action_sequence,planner_vs_full_protocol_comparison,planner_vs_full_diagnosis_correct_delta,planner_vs_full_diagnostic_outcome,planner_vs_full_threshold_qualified_success_delta,planner_vs_full_premature_diagnosis_delta,planner_vs_full_experiments_used_delta,planner_vs_full_cumulative_action_regret_delta,planner_vs_full_oracle_action_agreement_rate_delta,threshold_aware_vs_full_protocol_comparison,threshold_aware_vs_full_diagnosis_correct_delta,threshold_aware_vs_full_diagnostic_outcome,threshold_aware_vs_full_threshold_qualified_success_delta,threshold_aware_vs_full_premature_diagnosis_delta,threshold_aware_vs_full_experiments_used_delta,threshold_aware_vs_full_cumulative_action_regret_delta,threshold_aware_vs_full_oracle_action_agreement_rate_delta,threshold_aware_vs_planner_protocol_comparison,threshold_aware_vs_planner_diagnosis_correct_delta,threshold_aware_vs_planner_diagnostic_outcome,threshold_aware_vs_planner_threshold_qualified_success_delta,threshold_aware_vs_planner_premature_diagnosis_delta,threshold_aware_vs_planner_experiments_used_delta,threshold_aware_vs_planner_cumulative_action_regret_delta,threshold_aware_vs_planner_oracle_action_agreement_rate_delta
SENSOR_CORRUPTION,3,SENSOR_CORRUPTION:3,VALID_EPISODE,DIAGNOSTIC_ERROR,MISSING_LATENT_VARIABLE,False,False,True,4,0.34878984448375117,0.9,0.5161321094501481,0.25,USE_TRUSTED_SENSOR>REPEAT_TRIAL>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,2,0.7703067716452412,,0.039168979108386015,0.5,USE_TRUSTED_SENSOR>REPEAT_TRIAL,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,True,False,4,0.9783519811724334,0.97,0.039168979108386015,0.75,USE_TRUSTED_SENSOR>REPEAT_TRIAL>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,BOTH_VALID,1,LEFT_ONLY_CORRECT,0.0,0.0,-2.0,-0.4769631303417621,0.25,BOTH_VALID,1,LEFT_ONLY_CORRECT,1.0,-1.0,0.0,-0.4769631303417621,0.5,BOTH_VALID,0,BOTH_CORRECT,1.0,-1.0,2.0,0.0,0.25
SENSOR_CORRUPTION,4,SENSOR_CORRUPTION:4,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,3,0.8700547277948687,0.9,0.22544418242403452,0.3333333333333333,USE_TRUSTED_SENSOR>REPEAT_TRIAL>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,2,0.7703067716452412,,0.039168979108386015,0.5,USE_TRUSTED_SENSOR>REPEAT_TRIAL,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,2,0.7703067716452412,0.96,0.34255137568024896,0.5,REPEAT_TRIAL>USE_TRUSTED_SENSOR,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,-1.0,-0.1862752033156485,0.16666666666666669,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,-1.0,0.11710719325621444,0.16666666666666669,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,0.30338239657186294,0.0
SENSOR_CORRUPTION,5,SENSOR_CORRUPTION:5,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,3,0.8700547277948688,0.9,0.5288265789958975,0.3333333333333333,REPEAT_TRIAL>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,2,0.7703067716452412,,0.039168979108386015,0.5,USE_TRUSTED_SENSOR>REPEAT_TRIAL,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,2,0.7703067716452412,0.96,0.039168979108386015,0.5,USE_TRUSTED_SENSOR>REPEAT_TRIAL,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,-1.0,-0.48965759988751145,0.16666666666666669,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,-1.0,-0.48965759988751145,0.16666666666666669,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,0.0,0.0
SENSOR_CORRUPTION,6,SENSOR_CORRUPTION:6,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,3,0.92647886052139,0.9,0.039168979108386015,0.6666666666666666,USE_TRUSTED_SENSOR>REPEAT_TRIAL>USE_TRUSTED_SENSOR,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,3,0.8700547277948687,,0.22544418242403452,0.3333333333333333,USE_TRUSTED_SENSOR>REPEAT_TRIAL>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,3,0.92647886052139,0.97,0.039168979108386015,0.6666666666666666,USE_TRUSTED_SENSOR>REPEAT_TRIAL>USE_TRUSTED_SENSOR,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,0.1862752033156485,-0.3333333333333333,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,0.0,0.0,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,-0.1862752033156485,0.3333333333333333
SENSOR_CORRUPTION,7,SENSOR_CORRUPTION:7,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,2,0.7703067716452412,0.9,0.34255137568024896,0.5,REPEAT_TRIAL>USE_TRUSTED_SENSOR,VALID_EPISODE,DIAGNOSTIC_ERROR,NO_STRUCTURAL_CHANGE,False,False,True,2,0.7052035646412104,,0.039168979108386015,0.5,USE_TRUSTED_SENSOR>REPEAT_TRIAL,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,2,0.7703067716452412,0.97,0.34255137568024896,0.5,REPEAT_TRIAL>USE_TRUSTED_SENSOR,BOTH_VALID,-1,RIGHT_ONLY_CORRECT,0.0,0.0,0.0,-0.30338239657186294,0.0,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,0.0,0.0,BOTH_VALID,1,LEFT_ONLY_CORRECT,0.0,0.0,0.0,0.30338239657186294,0.0
SENSOR_CORRUPTION,8,SENSOR_CORRUPTION:8,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,3,0.8700547277948688,0.92,0.5288265789958975,0.3333333333333333,REPEAT_TRIAL>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,2,0.7703067716452412,,0.039168979108386015,0.5,USE_TRUSTED_SENSOR>REPEAT_TRIAL,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,True,False,6,0.9510389066659513,0.97,0.3965947857667451,0.6666666666666666,USE_TRUSTED_SENSOR>REPEAT_TRIAL>USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR>REPEAT_TRIAL,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,-1.0,-0.48965759988751145,0.16666666666666669,BOTH_VALID,0,BOTH_CORRECT,1.0,-1.0,3.0,-0.13223179322915235,0.3333333333333333,BOTH_VALID,0,BOTH_CORRECT,1.0,-1.0,4.0,0.3574258066583591,0.16666666666666663
SENSOR_CORRUPTION,9,SENSOR_CORRUPTION:9,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,2,0.7703067716452412,0.88,0.039168979108386015,0.5,USE_TRUSTED_SENSOR>REPEAT_TRIAL,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,False,True,2,0.7703067716452412,,0.039168979108386015,0.5,USE_TRUSTED_SENSOR>REPEAT_TRIAL,VALID_EPISODE,VALID_EPISODE,SENSOR_CORRUPTION,True,True,False,4,0.9625649662721293,0.97,0.22544418242403452,0.5,USE_TRUSTED_SENSOR>REPEAT_TRIAL>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,0.0,0.0,BOTH_VALID,0,BOTH_CORRECT,1.0,-1.0,2.0,0.1862752033156485,0.0,BOTH_VALID,0,BOTH_CORRECT,1.0,-1.0,2.0,0.1862752033156485,0.0
MISSING_LATENT_VARIABLE,0,MISSING_LATENT_VARIABLE:0,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,3,0.850279139527849,0.95,0.34255137568024896,0.6666666666666666,REPEAT_TRIAL>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,2,0.831518107736678,,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,3,0.9418617646111187,0.97,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,-1.0,-0.34255137568024896,0.33333333333333337,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,-0.34255137568024896,0.33333333333333337,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,1.0,0.0,0.0
MISSING_LATENT_VARIABLE,1,MISSING_LATENT_VARIABLE:1,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,3,0.850279139527849,0.9,0.34255137568024896,0.6666666666666666,REPEAT_TRIAL>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,3,0.8502791395278488,,0.20715670020638532,0.6666666666666666,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,3,0.9418617646111187,0.96,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,-0.13539467547386363,0.0,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,-0.34255137568024896,0.33333333333333337,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,-0.20715670020638532,0.33333333333333337
MISSING_LATENT_VARIABLE,2,MISSING_LATENT_VARIABLE:2,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,2,0.831518107736678,0.9,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,2,0.831518107736678,,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,5,0.9337974683085676,0.97,0.6367103391073101,0.4,USE_TRUSTED_SENSOR>USE_TRUSTED_SENSOR>REPEAT_TRIAL>CHANGE_CONTEXT>REPEAT_TRIAL,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,0.0,0.0,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,3.0,0.6367103391073101,-0.6,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,3.0,0.6367103391073101,-0.6
MISSING_LATENT_VARIABLE,3,MISSING_LATENT_VARIABLE:3,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,2,0.831518107736678,0.88,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,2,0.831518107736678,,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,3,0.9418617646111187,0.97,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,0.0,0.0,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,1.0,0.0,0.0,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,1.0,0.0,0.0
MISSING_LATENT_VARIABLE,4,MISSING_LATENT_VARIABLE:4,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,2,0.831518107736678,0.9,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,2,0.831518107736678,,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,3,0.858055983665954,0.97,0.3099445771192002,0.6666666666666666,USE_TRUSTED_SENSOR>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,0.0,0.0,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,1.0,0.3099445771192002,-0.33333333333333337,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,1.0,0.3099445771192002,-0.33333333333333337
MISSING_LATENT_VARIABLE,5,MISSING_LATENT_VARIABLE:5,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,3,0.850279139527849,0.95,0.34255137568024896,0.6666666666666666,REPEAT_TRIAL>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,3,0.9418617646111187,,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,2,0.831518107736678,0.97,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,-0.34255137568024896,0.33333333333333337,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,-1.0,-0.34255137568024896,0.33333333333333337,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,-1.0,0.0,0.0
MISSING_LATENT_VARIABLE,6,MISSING_LATENT_VARIABLE:6,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,2,0.831518107736678,0.85,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,2,0.831518107736678,,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,DIAGNOSTIC_ERROR,NO_STRUCTURAL_CHANGE,False,False,True,3,0.14120515141555529,0.96,0.20715670020638532,0.6666666666666666,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>CHANGE_CONTEXT,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,0.0,0.0,BOTH_VALID,-1,RIGHT_ONLY_CORRECT,0.0,0.0,1.0,0.20715670020638532,-0.33333333333333337,BOTH_VALID,-1,RIGHT_ONLY_CORRECT,0.0,0.0,1.0,0.20715670020638532,-0.33333333333333337
MISSING_LATENT_VARIABLE,7,MISSING_LATENT_VARIABLE:7,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,3,0.850279139527849,0.9,0.34255137568024896,0.6666666666666666,REPEAT_TRIAL>USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,3,0.9418617646111187,,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,3,0.9418617646111187,0.97,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,-0.34255137568024896,0.33333333333333337,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,-0.34255137568024896,0.33333333333333337,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,0.0,0.0,0.0
MISSING_LATENT_VARIABLE,8,MISSING_LATENT_VARIABLE:8,VALID_EPISODE,DIAGNOSTIC_ERROR,WORLD_SHIFT,False,False,True,2,0.4985200314114321,0.85,0.3099445771192002,0.5,USE_TRUSTED_SENSOR>USE_TRUSTED_SENSOR,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,2,0.831518107736678,,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,DIAGNOSTIC_ERROR,NO_STRUCTURAL_CHANGE,False,False,True,2,0.6893231120992572,0.96,0.47080894232504344,0.0,REPEAT_TRIAL>CHANGE_CONTEXT,BOTH_VALID,1,LEFT_ONLY_CORRECT,0.0,0.0,0.0,-0.3099445771192002,0.5,BOTH_VALID,0,BOTH_INCORRECT,0.0,0.0,0.0,0.16086436520584324,-0.5,BOTH_VALID,-1,RIGHT_ONLY_CORRECT,0.0,0.0,0.0,0.47080894232504344,-1.0
MISSING_LATENT_VARIABLE,9,MISSING_LATENT_VARIABLE:9,VALID_EPISODE,DIAGNOSTIC_ERROR,WORLD_SHIFT,False,False,True,2,0.4985200314114321,0.95,0.3099445771192002,0.5,USE_TRUSTED_SENSOR>USE_TRUSTED_SENSOR,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,2,0.831518107736678,,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT,VALID_EPISODE,VALID_EPISODE,MISSING_LATENT_VARIABLE,True,False,True,3,0.9418617646111187,0.97,0.0,1.0,USE_TRUSTED_SENSOR>CHANGE_CONTEXT>USE_TRUSTED_SENSOR,BOTH_VALID,1,LEFT_ONLY_CORRECT,0.0,0.0,0.0,-0.3099445771192002,0.5,BOTH_VALID,1,LEFT_ONLY_CORRECT,0.0,0.0,1.0,-0.3099445771192002,0.5,BOTH_VALID,0,BOTH_CORRECT,0.0,0.0,1.0,0.0,0.0
